Latency_ms,Packet_Loss_pct,Jitter_ms,Optical_RX_dBm,CRC_Errors,Interface_Status,CPU_Usage_pct,SNMP_Timeout,Hop_Count,Fault_Label,Fault_Category
35.2,0.1,3.0,-26.6,9,1,37.7,0,3,Healthy,None
0.0,100.0,2.5,-36.4,4,0,32.6,0,2,Fiber_Cut,Hardware
75.2,6.1,8.6,-18.4,4,1,48.7,1,2,Transport_Failure_MPLS,Software
13.4,1.4,5.7,-18.7,6,1,40.5,0,5,Healthy,None
67.0,5.2,9.7,-24.0,6,0,52.3,1,3,Congestion,Software
58.6,4.3,8.5,-26.5,7,1,42.2,0,3,Congestion,Software
18.4,1.0,6.9,-20.5,17,1,54.8,0,2,Healthy,None
38.0,0.8,3.5,-19.7,4,1,55.7,0,5,Healthy,None
0.0,100.0,5.9,-35.3,10,0,40.0,1,5,Fiber_Cut,Hardware
15.7,0.9,8.6,-24.7,19,1,45.3,0,3,Healthy,None
46.0,0.7,4.8,-23.6,6,1,58.0,0,2,Healthy,None
0.0,100.0,9.0,-39.9,14,0,38.0,1,3,Fiber_Cut,Hardware
37.7,0.3,9.3,-29.1,24,0,23.7,1,5,OLT_Failure,Hardware
0.0,100.0,5.5,-37.5,15,0,52.2,1,2,Fiber_Cut,Hardware
38.7,2.1,5.8,-18.6,4,1,33.7,0,5,Healthy,None
21.7,0.0,3.8,-31.8,31,0,56.1,1,3,OLT_Failure,Hardware
42.6,3.7,3.5,-18.4,0,0,47.3,1,5,Congestion,Software
28.9,2.4,5.4,-29.7,28,0,40.1,1,3,OLT_Failure,Hardware
41.5,1.2,3.5,-33.3,32,0,20.9,1,2,OLT_Failure,Hardware
0.0,100.0,2.2,-36.0,8,0,51.8,1,2,Fiber_Cut,Hardware
30.6,2.3,5.9,-27.7,15,1,23.3,0,4,Healthy,None
23.2,1.3,9.1,-20.9,16,1,54.2,0,4,Healthy,None
0.0,100.0,8.3,-36.8,10,0,35.1,0,3,Fiber_Cut,Hardware
40.2,1.5,3.5,-22.5,1,1,52.6,0,5,Healthy,None
16.5,0.6,2.4,-18.9,4,1,40.9,0,4,Healthy,None
31.8,1.9,8.3,-21.2,1,1,42.0,0,5,Healthy,None
46.5,0.2,5.1,-24.7,0,1,41.0,0,2,Healthy,None
55.2,4.2,9.5,-18.3,14,1,51.7,1,2,Transport_Failure_MPLS,Software
79.5,4.0,7.1,-22.5,3,1,31.9,1,3,Transport_Failure_MPLS,Software
29.5,2.1,10.0,-20.9,8,1,40.3,0,5,Healthy,None
45.2,1.8,3.4,-23.1,27,0,51.7,1,5,OLT_Failure,Hardware
34.7,2.5,2.5,-26.6,12,1,57.4,0,5,Healthy,None
27.1,1.8,5.3,-23.8,30,0,21.6,1,4,OLT_Failure,Hardware
11.1,1.4,7.1,-23.6,7,1,44.0,0,4,Healthy,None
78.9,5.3,3.0,-22.9,9,1,68.3,1,2,Congestion,Software
38.2,1.2,8.0,-26.1,0,1,20.5,0,2,Healthy,None
27.2,2.4,9.1,-20.2,9,1,42.6,0,3,Healthy,None
15.3,2.4,9.2,-22.2,11,1,58.6,0,2,Healthy,None
40.7,3.0,4.7,-20.5,16,1,71.5,0,2,Congestion,Software
0.0,100.0,2.2,-37.6,13,0,26.4,1,2,Fiber_Cut,Hardware
45.3,2.2,5.9,-23.6,18,1,51.1,0,5,Healthy,None
71.2,3.7,3.1,-20.2,0,0,59.9,0,2,Transport_Failure_MPLS,Software
50.6,5.1,5.3,-21.7,18,0,72.2,0,2,Congestion,Software
29.9,1.4,7.4,-19.3,15,1,57.5,0,4,Healthy,None
14.8,1.6,6.4,-22.1,10,1,43.7,0,2,Healthy,None
38.3,0.3,8.0,-27.8,1,1,44.8,0,3,Healthy,None
11.8,2.1,6.5,-27.5,34,0,58.9,0,5,OLT_Failure,Hardware
0.0,100.0,3.3,-38.0,14,0,58.1,1,5,Fiber_Cut,Hardware
37.3,0.4,7.6,-27.8,3,1,20.0,0,5,Healthy,None
57.5,6.1,7.8,-24.5,13,0,44.2,1,3,Transport_Failure_MPLS,Software
62.0,3.2,3.8,-18.3,5,0,23.1,1,2,Transport_Failure_MPLS,Software
37.9,1.4,7.3,-24.4,13,1,46.2,0,5,Healthy,None
22.7,2.1,7.5,-29.2,34,0,24.5,1,5,OLT_Failure,Hardware
17.5,0.4,7.5,-24.9,8,1,28.8,0,4,Healthy,None
46.7,5.0,4.3,-21.9,13,1,41.8,0,3,Transport_Failure_MPLS,Software
49.7,2.7,4.5,-25.4,8,0,28.7,1,5,Transport_Failure_MPLS,Software
0.0,100.0,3.7,-39.9,10,0,43.6,1,5,Fiber_Cut,Hardware
0.0,100.0,2.3,-39.6,9,0,51.1,0,2,Fiber_Cut,Hardware
37.0,5.4,5.8,-25.9,8,0,54.4,1,4,Congestion,Software
38.7,0.4,6.9,-24.0,30,0,55.0,1,3,OLT_Failure,Hardware
23.6,2.1,2.8,-25.8,16,1,36.1,0,5,Healthy,None
26.4,3.8,9.8,-20.5,4,1,75.0,1,3,Congestion,Software
17.3,1.1,3.9,-26.5,2,1,50.9,0,4,Healthy,None
40.7,0.6,3.2,-25.2,3,1,32.8,0,2,Healthy,None
10.8,0.4,5.1,-26.1,34,1,24.4,1,2,OLT_Failure,Hardware
51.1,6.7,4.6,-24.0,11,1,21.9,1,4,Transport_Failure_MPLS,Software
0.0,100.0,4.6,-35.5,9,0,41.7,1,5,Fiber_Cut,Hardware
0.0,100.0,6.8,-36.5,14,0,50.6,1,5,Fiber_Cut,Hardware
42.5,0.7,4.4,-26.8,0,1,43.2,0,4,Healthy,None
44.6,2.3,8.2,-23.0,8,1,37.9,0,4,Healthy,None
41.1,4.0,8.1,-23.5,11,1,47.3,1,5,Congestion,Software
56.7,3.4,9.5,-21.8,3,0,57.6,1,4,Congestion,Software
22.3,1.5,5.9,-27.3,14,1,58.5,0,2,Healthy,None
20.0,1.3,7.9,-25.7,3,1,44.8,0,3,Healthy,None
47.7,4.0,6.1,-18.6,15,0,45.7,1,5,Congestion,Software
72.6,5.2,3.3,-27.9,4,1,56.6,0,3,Congestion,Software
0.0,100.0,4.8,-37.7,11,0,59.9,1,3,Fiber_Cut,Hardware
62.8,3.7,5.8,-24.4,4,1,69.4,1,5,Congestion,Software
41.5,5.0,4.1,-22.9,19,1,39.4,1,5,Congestion,Software
27.1,0.8,5.0,-21.5,34,0,46.8,1,2,OLT_Failure,Hardware
0.0,100.0,9.8,-36.9,9,0,26.5,0,2,Fiber_Cut,Hardware
58.6,3.8,6.5,-24.5,10,1,55.7,1,5,Transport_Failure_MPLS,Software
42.1,0.1,5.5,-25.7,10,1,45.7,0,5,Healthy,None
69.5,6.0,8.6,-22.0,2,1,56.1,1,2,Transport_Failure_MPLS,Software
40.4,1.5,5.0,-27.6,16,1,36.9,0,3,Healthy,None
40.5,5.1,8.8,-24.0,10,0,74.6,1,3,Congestion,Software
28.8,1.5,2.1,-26.3,12,1,54.0,0,4,Healthy,None
69.2,6.0,6.3,-20.0,5,1,55.8,0,3,Transport_Failure_MPLS,Software
55.5,6.6,3.7,-27.7,4,0,57.0,1,4,Congestion,Software
12.6,0.8,7.5,-26.5,43,0,32.7,0,4,OLT_Failure,Hardware
15.4,1.6,3.2,-26.3,10,1,53.6,0,2,Healthy,None
32.2,2.1,10.0,-27.9,5,1,54.9,0,2,Healthy,None
16.0,1.2,4.8,-28.0,11,1,52.4,0,5,Healthy,None
29.7,1.2,2.3,-23.9,0,1,30.1,0,2,Healthy,None
46.4,2.0,3.5,-24.8,5,1,50.7,0,4,Healthy,None
34.7,0.6,4.4,-23.6,1,1,21.3,0,2,Healthy,None
0.0,100.0,7.9,-39.6,7,0,52.8,1,2,Fiber_Cut,Hardware
83.7,6.9,3.5,-26.1,11,1,52.0,0,4,Transport_Failure_MPLS,Software
21.8,2.2,8.3,-26.8,3,1,42.0,0,2,Healthy,None
49.8,0.4,3.6,-30.1,26,0,46.5,1,3,OLT_Failure,Hardware
23.4,1.5,3.5,-25.1,9,1,41.6,0,3,Healthy,None
0.0,100.0,6.1,-40.0,1,0,47.9,1,2,Fiber_Cut,Hardware
30.4,1.9,4.1,-27.5,11,1,24.5,0,3,Healthy,None
63.1,5.4,2.6,-19.2,7,0,56.8,1,4,Transport_Failure_MPLS,Software
44.2,6.5,4.5,-26.5,6,1,20.0,0,5,Transport_Failure_MPLS,Software
66.4,5.4,5.6,-26.4,2,0,29.8,0,5,Transport_Failure_MPLS,Software
23.8,0.6,3.9,-22.6,13,1,51.6,0,2,Healthy,None
17.9,2.3,3.9,-30.5,39,0,56.9,1,5,OLT_Failure,Hardware
0.0,100.0,3.5,-38.1,12,0,22.2,1,3,Fiber_Cut,Hardware
48.0,1.6,5.9,-21.2,3,1,37.4,0,4,Healthy,None
67.6,4.4,3.2,-27.7,16,0,62.8,1,2,Congestion,Software
19.3,1.8,5.3,-22.8,17,1,53.6,0,3,Healthy,None
87.4,6.5,3.6,-27.3,0,1,27.5,1,5,Transport_Failure_MPLS,Software
32.9,0.1,8.2,-27.6,13,1,23.2,0,2,Healthy,None
12.0,2.1,9.1,-24.9,4,1,51.0,0,3,Healthy,None
40.1,1.2,4.1,-22.3,9,1,50.6,0,4,Healthy,None
17.2,1.6,6.4,-19.9,9,1,30.1,0,2,Healthy,None
27.6,0.2,5.5,-25.0,30,0,38.5,1,4,OLT_Failure,Hardware
12.0,2.0,8.4,-23.8,5,1,31.6,0,2,Healthy,None
0.0,100.0,3.2,-35.9,0,0,28.1,1,2,Fiber_Cut,Hardware
36.7,1.2,7.6,-27.4,13,1,28.6,0,3,Healthy,None
70.5,5.3,7.8,-24.4,8,1,66.7,1,4,Congestion,Software
25.8,1.1,3.0,-19.2,5,1,48.4,0,3,Healthy,None
75.3,5.0,9.4,-24.6,0,1,60.3,1,5,Congestion,Software
45.0,6.6,5.8,-18.1,8,1,70.9,0,4,Congestion,Software
46.7,0.0,9.4,-22.7,5,1,51.1,0,2,Healthy,None
37.4,1.8,9.3,-22.9,13,1,40.8,0,2,Healthy,None
32.8,1.6,7.7,-23.4,14,1,37.6,0,5,Healthy,None
43.1,1.0,9.2,-27.2,2,1,34.8,0,4,Healthy,None
78.2,5.0,7.3,-24.6,13,1,41.2,0,5,Transport_Failure_MPLS,Software
55.2,5.3,6.1,-23.6,5,0,21.2,1,5,Transport_Failure_MPLS,Software
23.6,0.0,3.8,-27.5,11,1,56.0,0,2,Healthy,None
49.7,1.4,3.0,-19.8,11,1,53.7,0,5,Healthy,None
59.8,5.4,5.8,-26.2,19,0,24.2,1,2,Transport_Failure_MPLS,Software
0.0,100.0,8.4,-37.0,19,0,23.3,0,5,Fiber_Cut,Hardware
48.6,6.1,9.6,-18.5,11,1,40.4,1,3,Congestion,Software
50.5,3.6,5.8,-26.6,2,1,41.4,0,5,Congestion,Software
43.7,6.1,2.7,-18.9,4,1,41.8,1,4,Congestion,Software
13.9,0.4,8.4,-29.6,12,0,51.8,0,3,OLT_Failure,Hardware
79.6,2.6,3.1,-20.7,1,0,39.4,0,3,Transport_Failure_MPLS,Software
22.2,2.3,7.6,-25.0,9,1,30.0,0,3,Healthy,None
0.0,100.0,3.7,-39.2,3,0,51.9,1,3,Fiber_Cut,Hardware
41.2,2.5,6.0,-26.2,5,1,33.4,0,4,Healthy,None
0.0,100.0,2.6,-38.5,10,0,30.2,1,2,Fiber_Cut,Hardware
11.3,0.5,8.3,-20.9,7,1,57.9,0,2,Healthy,None
18.0,0.8,7.4,-23.8,7,1,23.6,0,3,Healthy,None
0.0,100.0,6.6,-36.2,1,0,40.2,0,5,Fiber_Cut,Hardware
35.2,1.7,8.5,-19.8,3,1,51.8,0,5,Healthy,None
17.8,0.3,7.9,-31.3,22,1,57.6,1,3,OLT_Failure,Hardware
22.8,1.5,4.5,-19.8,5,1,46.2,0,5,Healthy,None
11.9,0.5,9.0,-23.9,5,1,47.5,0,4,Healthy,None
29.0,0.0,9.9,-30.6,23,0,48.9,0,3,OLT_Failure,Hardware
37.0,0.5,6.4,-22.9,13,1,27.0,0,5,Healthy,None
0.0,100.0,7.8,-39.1,7,0,51.8,1,4,Fiber_Cut,Hardware
0.0,100.0,5.8,-35.0,12,0,45.0,0,4,Fiber_Cut,Hardware
0.0,100.0,7.2,-37.8,2,0,55.6,1,3,Fiber_Cut,Hardware
72.9,4.4,6.7,-23.5,15,1,73.9,1,3,Congestion,Software
0.0,100.0,2.6,-35.1,15,0,50.4,1,5,Fiber_Cut,Hardware
46.4,5.6,6.8,-26.9,18,0,49.7,1,3,Congestion,Software
64.1,5.3,2.5,-23.1,14,1,36.0,1,4,Transport_Failure_MPLS,Software
56.3,2.9,5.3,-20.2,7,1,64.0,0,4,Congestion,Software
61.4,3.4,2.0,-19.4,2,1,21.6,1,3,Transport_Failure_MPLS,Software
50.6,3.8,3.6,-22.4,17,1,37.4,1,5,Transport_Failure_MPLS,Software
78.0,5.2,4.4,-23.7,5,1,23.1,1,2,Transport_Failure_MPLS,Software
44.2,2.1,3.0,-22.4,11,1,34.3,0,5,Healthy,None
10.9,1.7,8.4,-19.3,8,1,45.7,0,2,Healthy,None
49.6,5.6,2.6,-21.4,14,1,53.2,1,5,Transport_Failure_MPLS,Software
14.9,0.4,7.5,-32.6,31,0,37.1,0,4,OLT_Failure,Hardware
45.9,1.9,3.8,-24.6,14,1,38.6,0,2,Healthy,None
46.4,0.3,7.6,-28.0,9,1,26.0,0,3,Healthy,None
17.6,1.0,3.9,-24.2,19,1,26.3,0,4,Healthy,None
44.1,4.9,5.7,-23.2,1,1,50.3,0,4,Transport_Failure_MPLS,Software
0.0,100.0,8.1,-39.8,5,0,26.6,1,3,Fiber_Cut,Hardware
53.1,6.0,4.9,-18.1,12,0,35.7,0,2,Transport_Failure_MPLS,Software
0.0,100.0,6.0,-35.4,13,0,30.7,0,2,Fiber_Cut,Hardware
16.7,2.3,7.1,-24.2,18,0,36.6,1,5,OLT_Failure,Hardware
39.9,2.4,2.2,-34.5,17,0,48.9,1,5,OLT_Failure,Hardware
47.1,1.1,2.1,-27.6,12,1,43.9,0,5,Healthy,None
43.4,0.7,9.9,-27.1,11,1,22.3,0,5,Healthy,None
0.0,100.0,7.1,-39.8,14,0,58.0,1,3,Fiber_Cut,Hardware
0.0,100.0,2.3,-38.0,12,0,21.3,0,4,Fiber_Cut,Hardware
31.2,1.3,4.3,-22.5,16,1,56.0,0,3,Healthy,None
0.0,100.0,4.2,-36.3,16,0,42.1,1,3,Fiber_Cut,Hardware
19.4,1.8,3.9,-27.4,3,1,35.6,0,2,Healthy,None
11.6,1.7,2.5,-26.4,3,1,48.1,0,5,Healthy,None
39.5,0.5,5.7,-19.8,11,1,54.2,0,2,Healthy,None
73.0,5.1,9.5,-18.3,11,1,49.1,1,2,Transport_Failure_MPLS,Software
15.6,0.1,9.7,-27.5,19,0,30.0,1,2,OLT_Failure,Hardware
46.8,1.5,3.9,-31.2,16,0,44.7,1,4,OLT_Failure,Hardware
66.7,4.9,5.6,-20.9,19,1,54.5,1,2,Transport_Failure_MPLS,Software
30.4,1.8,6.1,-27.1,26,0,56.0,1,3,OLT_Failure,Hardware
37.8,1.3,8.8,-29.8,32,0,52.8,1,4,OLT_Failure,Hardware
61.4,5.1,7.6,-21.8,9,1,44.7,0,3,Congestion,Software
0.0,100.0,2.7,-38.7,6,0,27.1,1,3,Fiber_Cut,Hardware
12.9,0.5,7.9,-27.3,13,1,38.8,0,3,Healthy,None
34.4,4.8,6.2,-20.2,9,0,50.9,1,2,Congestion,Software
40.9,3.9,6.0,-21.9,2,0,53.6,1,4,Transport_Failure_MPLS,Software
64.9,3.7,3.6,-27.1,17,0,21.8,1,3,Transport_Failure_MPLS,Software
0.0,100.0,7.9,-35.3,19,0,32.1,1,2,Fiber_Cut,Hardware
0.0,100.0,6.7,-36.9,14,0,42.7,1,5,Fiber_Cut,Hardware
0.0,100.0,8.6,-36.8,11,0,49.9,0,5,Fiber_Cut,Hardware
0.0,100.0,9.7,-35.5,15,0,43.8,1,4,Fiber_Cut,Hardware
32.5,1.2,5.9,-25.7,15,1,41.9,0,2,Healthy,None
37.0,2.8,4.6,-20.0,6,0,42.4,1,5,Transport_Failure_MPLS,Software
42.5,0.6,6.8,-21.9,19,1,44.4,0,5,Healthy,None
14.7,0.2,9.9,-31.7,12,0,26.2,1,3,OLT_Failure,Hardware
48.0,4.6,6.6,-21.3,4,0,69.6,1,4,Congestion,Software
47.2,1.4,3.7,-26.0,39,0,33.1,1,2,OLT_Failure,Hardware
33.7,2.2,3.6,-18.4,14,1,26.7,0,3,Healthy,None
18.6,0.5,4.1,-27.0,30,0,20.4,0,5,OLT_Failure,Hardware
32.8,4.8,6.3,-18.2,0,1,68.6,1,5,Congestion,Software
66.1,4.9,2.1,-25.9,4,1,37.9,1,2,Transport_Failure_MPLS,Software
17.6,2.0,2.9,-32.3,28,0,42.7,1,3,OLT_Failure,Hardware
46.8,0.1,7.6,-31.5,43,1,32.7,1,3,OLT_Failure,Hardware
49.4,1.7,9.3,-24.1,1,1,23.9,0,2,Healthy,None
69.2,4.6,5.0,-19.5,10,1,47.0,1,2,Congestion,Software
47.2,0.9,7.6,-19.7,17,1,40.1,0,4,Healthy,None
51.2,5.9,4.1,-23.0,11,0,22.3,1,3,Transport_Failure_MPLS,Software
86.9,6.9,8.5,-21.2,4,1,76.7,0,5,Congestion,Software
0.0,100.0,4.7,-35.7,4,0,25.6,0,4,Fiber_Cut,Hardware
54.6,4.8,5.9,-25.8,2,1,79.5,1,5,Congestion,Software
62.7,3.9,7.9,-22.6,2,1,48.4,1,5,Transport_Failure_MPLS,Software
17.6,0.4,6.2,-20.2,18,1,51.5,0,5,Healthy,None
20.6,0.5,8.0,-27.5,38,0,46.3,1,5,OLT_Failure,Hardware
40.7,6.9,6.1,-23.0,1,1,58.1,0,2,Congestion,Software
0.0,100.0,4.3,-35.9,13,0,26.7,1,2,Fiber_Cut,Hardware
11.1,2.0,2.1,-27.0,19,1,40.0,0,4,Healthy,None
0.0,100.0,7.3,-38.7,1,0,55.8,0,5,Fiber_Cut,Hardware
45.3,0.7,4.7,-25.2,5,1,44.8,0,4,Healthy,None
44.2,0.3,6.9,-24.6,18,1,55.3,0,2,Healthy,None
10.4,0.1,6.0,-28.0,8,1,59.7,0,4,Healthy,None
45.5,2.3,8.1,-25.4,14,1,48.4,0,4,Healthy,None
75.1,6.8,5.1,-25.8,3,1,58.4,1,2,Transport_Failure_MPLS,Software
45.7,1.4,3.1,-27.7,26,0,20.6,1,4,OLT_Failure,Hardware
49.2,3.8,9.0,-21.0,18,1,41.1,1,2,Congestion,Software
77.7,4.2,6.5,-20.3,13,1,74.2,1,5,Congestion,Software
0.0,100.0,5.2,-39.2,6,0,32.2,1,4,Fiber_Cut,Hardware
13.6,0.8,3.1,-32.2,40,0,23.9,0,3,OLT_Failure,Hardware
49.5,1.2,8.8,-27.8,0,1,43.6,0,2,Healthy,None
81.6,5.0,2.4,-20.2,3,0,39.1,1,2,Transport_Failure_MPLS,Software
20.9,2.1,3.5,-22.4,17,1,41.3,0,2,Healthy,None
0.0,100.0,6.2,-38.2,4,0,53.9,1,3,Fiber_Cut,Hardware
47.9,4.0,2.7,-26.4,10,1,59.2,1,2,Congestion,Software
0.0,100.0,2.9,-37.8,1,0,28.3,1,5,Fiber_Cut,Hardware
59.2,5.5,2.9,-22.2,7,1,23.9,1,3,Transport_Failure_MPLS,Software
0.0,100.0,5.8,-38.1,3,0,56.2,1,5,Fiber_Cut,Hardware
78.2,4.7,4.3,-24.2,0,1,45.7,1,5,Congestion,Software
0.0,100.0,5.9,-36.3,17,0,48.4,1,3,Fiber_Cut,Hardware
30.6,0.5,9.6,-20.5,4,1,32.3,0,2,Healthy,None
50.1,3.8,7.3,-21.7,10,1,54.3,1,2,Transport_Failure_MPLS,Software
21.4,1.3,3.9,-25.0,28,0,50.7,1,4,OLT_Failure,Hardware
46.7,4.6,8.1,-19.6,15,0,74.1,1,2,Congestion,Software
43.3,2.8,9.7,-25.1,4,0,24.1,1,5,Transport_Failure_MPLS,Software
0.0,100.0,2.0,-39.9,19,0,21.8,0,5,Fiber_Cut,Hardware
0.0,100.0,9.5,-35.3,4,0,32.9,0,5,Fiber_Cut,Hardware
30.7,0.1,7.3,-26.0,27,0,47.7,0,2,OLT_Failure,Hardware
31.8,1.9,8.5,-21.5,11,1,58.0,0,2,Healthy,None
35.7,2.2,9.9,-33.7,33,0,45.2,0,3,OLT_Failure,Hardware
47.3,5.1,6.8,-20.7,12,0,50.0,0,4,Transport_Failure_MPLS,Software
31.9,0.1,5.4,-25.8,22,0,20.0,1,4,OLT_Failure,Hardware
33.5,1.8,4.1,-18.2,10,1,22.4,0,5,Healthy,None
30.1,2.4,8.8,-25.7,34,0,47.5,1,2,OLT_Failure,Hardware
42.7,0.4,2.5,-29.0,25,0,40.4,1,2,OLT_Failure,Hardware
54.0,4.2,8.0,-23.3,11,0,44.3,1,2,Transport_Failure_MPLS,Software
20.3,2.3,6.9,-18.7,15,1,20.4,0,2,Healthy,None
39.3,1.3,4.7,-24.8,12,1,48.9,0,4,Healthy,None
42.6,5.0,2.5,-26.0,10,1,44.0,1,3,Transport_Failure_MPLS,Software
63.9,4.9,7.4,-22.9,14,0,71.0,1,3,Congestion,Software
48.7,3.3,5.0,-21.7,14,0,28.4,1,4,Transport_Failure_MPLS,Software
57.7,5.0,8.9,-27.4,17,1,30.0,0,3,Transport_Failure_MPLS,Software
62.5,3.9,5.8,-20.4,5,1,44.9,1,3,Transport_Failure_MPLS,Software
49.4,1.2,2.6,-20.5,3,1,39.3,0,3,Healthy,None
25.3,0.1,3.6,-29.8,21,0,25.6,0,4,OLT_Failure,Hardware
0.0,100.0,9.3,-36.1,6,0,32.1,0,4,Fiber_Cut,Hardware
77.1,5.2,5.7,-24.1,5,0,31.9,0,5,Transport_Failure_MPLS,Software
0.0,100.0,4.9,-36.5,15,0,35.4,0,4,Fiber_Cut,Hardware
57.0,4.4,2.1,-24.9,3,1,57.0,1,5,Transport_Failure_MPLS,Software
48.7,6.4,4.0,-21.6,9,1,67.5,1,3,Congestion,Software
19.7,0.5,7.1,-18.3,16,1,41.3,0,2,Healthy,None
70.9,6.3,6.3,-18.5,2,1,54.0,1,4,Transport_Failure_MPLS,Software
0.0,100.0,9.0,-38.9,2,0,47.5,0,4,Fiber_Cut,Hardware
0.0,100.0,6.1,-39.4,7,0,51.9,0,2,Fiber_Cut,Hardware
17.3,0.8,5.0,-30.5,36,1,51.9,1,3,OLT_Failure,Hardware
59.8,4.6,2.9,-22.4,8,1,64.4,1,3,Congestion,Software
40.0,0.0,2.8,-31.1,46,0,32.6,1,4,OLT_Failure,Hardware
62.2,4.8,9.2,-22.0,15,1,61.6,0,5,Congestion,Software
18.9,0.2,9.0,-26.0,18,1,45.1,1,4,OLT_Failure,Hardware
35.8,6.0,7.4,-23.3,10,1,76.6,1,3,Congestion,Software
75.5,3.8,7.5,-25.2,4,1,69.0,1,5,Congestion,Software
11.4,0.0,5.0,-27.5,5,1,45.8,0,3,Healthy,None
37.3,2.1,7.4,-21.7,8,1,43.9,0,3,Healthy,None
50.9,4.0,8.7,-21.2,2,1,58.9,1,4,Transport_Failure_MPLS,Software
61.1,4.9,3.1,-27.4,5,0,51.9,1,4,Congestion,Software
37.7,0.2,10.0,-25.5,6,1,40.4,0,5,Healthy,None
11.9,2.0,2.7,-24.8,9,1,32.3,0,3,Healthy,None
79.8,5.9,9.3,-24.4,0,0,42.0,1,3,Transport_Failure_MPLS,Software
14.1,1.4,8.2,-22.2,11,1,28.1,0,5,Healthy,None
47.0,1.2,5.3,-30.1,32,0,52.6,0,3,OLT_Failure,Hardware
39.3,1.3,6.4,-32.2,24,0,37.7,1,5,OLT_Failure,Hardware
67.4,4.2,5.0,-27.8,18,1,59.6,1,4,Transport_Failure_MPLS,Software
34.5,3.2,2.4,-26.7,8,1,50.8,1,3,Transport_Failure_MPLS,Software
66.1,5.6,4.6,-22.6,9,0,55.4,1,3,Transport_Failure_MPLS,Software
39.2,4.5,7.0,-22.8,14,1,74.6,1,2,Congestion,Software
42.8,0.8,2.9,-20.8,8,1,26.1,0,5,Healthy,None
29.1,0.5,2.6,-18.5,1,1,24.6,0,4,Healthy,None
0.0,100.0,6.0,-37.2,0,0,33.1,1,5,Fiber_Cut,Hardware
46.5,0.4,3.1,-30.6,45,0,57.4,1,5,OLT_Failure,Hardware
0.0,100.0,4.8,-38.9,9,0,23.4,0,3,Fiber_Cut,Hardware
38.2,1.0,7.3,-23.5,9,1,35.7,0,2,Healthy,None
28.2,0.0,7.4,-26.7,10,1,22.2,0,3,Healthy,None
0.0,100.0,6.9,-36.7,8,0,22.9,1,5,Fiber_Cut,Hardware
16.3,1.5,6.5,-28.0,2,1,48.3,0,3,Healthy,None
46.9,1.8,3.8,-23.7,1,1,52.4,0,2,Healthy,None
59.3,2.5,8.3,-20.7,18,1,55.3,1,5,Congestion,Software
30.4,1.4,9.1,-27.0,3,1,42.4,0,5,Healthy,None
44.7,2.3,4.0,-24.8,4,1,45.3,0,2,Healthy,None
41.5,1.0,7.4,-22.8,18,1,41.1,0,2,Healthy,None
28.8,2.3,6.0,-21.5,9,1,56.1,0,5,Healthy,None
18.1,0.2,9.0,-26.6,25,0,49.4,1,3,OLT_Failure,Hardware
13.7,0.9,4.0,-22.7,15,1,32.8,0,2,Healthy,None
57.5,4.6,2.6,-26.5,1,1,72.4,0,2,Congestion,Software
59.2,5.2,5.7,-22.6,17,1,71.1,1,3,Congestion,Software
36.0,0.5,6.7,-27.1,24,0,52.2,0,2,OLT_Failure,Hardware
74.7,6.5,8.6,-20.2,11,1,47.0,1,4,Congestion,Software
32.5,1.3,5.0,-26.5,25,1,53.1,0,3,OLT_Failure,Hardware
19.1,1.3,3.9,-27.7,0,1,43.3,0,2,Healthy,None
34.8,5.3,2.2,-26.2,16,1,41.1,1,4,Transport_Failure_MPLS,Software
29.1,1.0,7.2,-22.5,15,1,22.6,0,3,Healthy,None
0.0,100.0,8.8,-36.2,2,0,58.1,0,3,Fiber_Cut,Hardware
42.9,4.6,9.8,-23.5,13,1,56.0,1,2,Congestion,Software
16.3,0.7,4.0,-32.1,25,0,39.9,0,4,OLT_Failure,Hardware
49.9,2.0,4.7,-19.3,17,1,40.9,0,3,Healthy,None
67.8,3.8,6.6,-22.0,11,0,48.0,0,5,Transport_Failure_MPLS,Software
66.4,3.6,6.2,-23.7,19,1,45.0,1,4,Congestion,Software
62.2,7.0,5.2,-20.2,10,0,42.3,1,4,Transport_Failure_MPLS,Software
64.0,4.7,10.0,-26.6,13,0,38.9,1,3,Transport_Failure_MPLS,Software
39.8,5.9,8.1,-26.4,14,1,74.1,1,3,Congestion,Software
22.7,2.0,4.7,-30.5,24,0,37.1,1,3,OLT_Failure,Hardware
25.2,0.9,5.0,-22.2,6,1,40.1,0,2,Healthy,None
39.0,0.9,8.1,-29.6,20,0,47.9,1,3,OLT_Failure,Hardware
62.1,2.8,4.3,-27.3,19,0,55.2,1,4,Congestion,Software
47.8,0.8,8.3,-23.7,3,1,32.0,0,3,Healthy,None
0.0,100.0,8.2,-39.7,1,0,36.7,1,2,Fiber_Cut,Hardware
65.5,5.0,9.6,-24.6,1,0,49.4,1,2,Congestion,Software
36.7,0.5,2.2,-19.2,9,1,25.8,0,2,Healthy,None
72.2,6.8,7.7,-21.2,6,1,74.5,0,4,Congestion,Software
43.6,5.4,7.9,-26.7,7,1,37.1,1,3,Transport_Failure_MPLS,Software
0.0,100.0,2.7,-35.5,3,0,28.0,0,5,Fiber_Cut,Hardware
62.0,4.2,2.4,-25.0,13,1,45.4,1,4,Transport_Failure_MPLS,Software
